work_id,standard_score,n_experts
216,-0.8557197248297969,3
217,-1.2848264376164542,3
218,-0.38946614898900117,3
219,-0.8783108925587202,3
220,-0.6802184016280631,3
221,-0.4570804840668916,3
222,-0.9429755566642674,3
223,-0.40138965661370424,3
224,-0.9703550773919253,3
225,-0.7798300907147503,3
226,-0.5409874424115011,3
227,-0.6786419707148239,3
228,-1.0400445036930912,3
229,-1.3168932736614505,3
230,-1.2309290991828374,3
231,-0.4023143149722774,4
232,-0.9356779751506759,3
233,-0.8232138685948344,3
234,-0.49682718100064066,3
235,-1.0428273022749739,3
236,-1.2440907926667957,3
237,-0.8237025388703817,3
238,-0.9589089105494354,3
239,-1.3059154249396678,3
240,-0.6501851062400493,3
241,0.41772159377507145,2
242,-0.04981324763769934,2
243,0.436228890137721,2
244,0.47546482460630324,2
245,0.49257207723661556,2
246,0.33994804436427173,2
247,-0.17215207215727268,2
248,0.37393772664953684,2
249,0.3962839693362019,2
250,0.45691635834783445,2
251,-0.10486831050662682,2
252,0.4428303155804558,2
253,0.4639902179358244,2
254,0.10516787923755999,2
255,0.46781296796216015,2
256,0.41676749541635527,2
257,0.3657497915102971,2
258,0.36723996836411044,2
259,0.4772492941739155,2
260,0.455779886777689,2
261,0.14470355747591968,2
262,0.40006116081648896,2
263,0.3065135103485177,2
264,0.43570318255170637,2
265,0.46059631144993657,2
266,0.36232902192015626,2
267,0.47896921385619307,2
268,0.327485588436478,2
269,0.3810448059332513,2
270,-0.3217714657969811,2
271,0.4493804355236725,2
272,0.4555602795529234,2
273,0.4435003352641992,2
274,0.33465245462267945,2
275,0.4325552936270908,2
276,0.47675635351587886,2
277,0.45454655116197645,2
278,0.36002285908414,2
279,0.35906876072542465,2
280,0.3313162886629084,2
281,0.4816603337303595,2
282,0.2416636530013188,2
283,0.3726980344423533,2
284,0.4826408424255819,2
285,0.46862426939664226,2
286,0.3886511824664733,2
287,0.36496793075931155,2
288,0.43357394187114157,2
289,0.421018636215393,2
290,0.4560458796488677,2
291,0.37136102542185656,2
292,-0.036825084123891294,2
293,0.250036834828723,2
294,0.33660613145103246,2
295,0.34980065780378805,2
296,-0.019033661888524733,2
297,0.4313801513052418,2
298,0.44055442052830157,2
299,0.4222192049031274,2
300,0.36572739549140154,2
301,-0.4134343779721641,2
302,-0.09763750407309302,2
303,0.47519830053224976,2
304,0.326063975785611,2
305,0.44118380151910075,2
306,-0.2222092426780159,2
307,0.37140650553277715,2
308,0.46130492345025514,2
309,0.3970106671403143,2
310,0.46514674325100536,2
311,0.3438560076589797,2
312,0.42794379505542374,2
313,0.4257910175150871,2
314,0.3499180283621367,2
315,0.4509648988438086,2
316,0.3679475963938079,2
317,0.404163148099821,2
318,0.4148529421074518,2
319,0.4802778445989418,2
320,0.34388816494895574,2
321,0.43646264728379675,2
322,0.4547489781184413,2
323,0.3258175054565928,2
324,0.4427291413197873,2
325,0.480642669456929,2
326,0.447693282769373,2
327,0.3643131234026272,2
328,0.36833050705558845,2
329,0.04554331479314977,2
330,0.06072526887285745,2
331,0.005001701493681288,2
332,-0.1088147876827823,2
333,0.12343952894802024,2
334,0.4370500312784117,2
335,0.454585674681426,2
336,0.36846059079688,2
337,0.4426890338297171,2
338,0.36847966057129405,2
339,0.46063641894000684,2
340,0.3950961138314108,2
341,-0.19551893102923035,2
342,0.3634465021510155,2
343,0.4003985913673488,2
344,0.4250706763024462,2
345,0.2508481362632055,2
346,0.4451541898876464,2
347,0.25036790878811144,2
348,0.4828310874019784,2
349,0.316593898675257,2
350,0.44498649780040145,2
351,0.4212132698420188,2
352,0.476918220214527,2
353,0.4493422959748441,2
354,0.447198826937841,2
355,-0.8408456259490859,2
356,0.33737195277459353,2
357,0.3862109215715557,2
358,0.4339113724220015,2
359,0.4827401271801368,2
360,0.4614276666294537,2
361,0.24019020364805949,2
362,0.174444441236008,2
363,0.1776314536800735,2
364,0.36570431139937615,2
365,0.44017786645799256,2
366,0.3529358335454611,2
367,-0.03934994864917962,2
368,0.3504564491310939,2
369,0.40773950623226635,2
370,0.41671565871396354,2
371,0.3656956125340446,2
372,0.4802925257231261,2
373,0.47601694252882404,2
374,0.37016681332559365,2
375,0.42417923832295146,2
376,0.44433804703518825,2
377,0.41939603334642844,2
378,0.2870994852441866,2
379,0.4565143779116395,2
380,0.3492749502177739,2
381,0.34772423779623696,2
382,0.3511577205693204,2
383,0.45716282867685276,2
384,0.15931432385869215,2
385,0.441365721962784,2
386,0.3673891218798152,2
387,0.4184874150986333,2
388,0.4502963943335602,2
389,0.3747490280840194,2
390,-0.15959229941616582,2
391,0.3973935778020948,2
392,0.4616677803670005,2
393,0.4579350065918857,2
394,0.2714891403917773,2
395,0.4653727070672421,2
396,0.466244622504576,2
397,0.48211513483956725,2
398,0.34989797461710115,2
399,-0.04976776752677836,2
400,0.24071591123407415,2
401,0.48584253599383176,2
402,0.3596335918308884,2
403,0.4465773177120086,2
404,0.4598363939501001,2
405,0.47048698600315353,2
406,0.35172156770416335,2
407,0.3776568032710885,2
408,0.48240806925012725,2
409,0.36718177507024685,2
410,-0.08355244527633521,2
411,-0.05657018318761042,2
412,0.35021633539354713,2
413,0.371315545310936,2
414,0.3642435752290597,2
415,0.4481407433164889,2
416,-0.21916502715818442,2
417,0.48316655001159653,2
418,0.42002541433722723,2
419,0.4552091518484998,2
420,0.45470251403689954,2
421,0.36166687400137937,2
422,0.4770155370278401,2
423,0.3499106878000442,2
424,0.3868794260818036,2
425,-0.6117602359585551,2
426,0.48547869510646524,2
427,0.439360208432039,2
428,0.3892742068658006,2
429,0.48537502170168106,2
430,0.47698375407048316,2
431,0.12491297830127945,2
432,0.3679994330962003,2
433,-0.10843187702100132,2
434,0.4019238774230003,2
435,0.45470887062837106,2
436,0.48508208729112107,2
437,0.40533193383019817,2
438,0.4688189030232684,2
439,0.48457007685867004,2
440,0.4852630237641832,2
441,0.4235972269491873,2
442,0.48203688780066856,2
443,0.49338337867109805,2
444,0.4841079351873698,2
445,0.4207457555498681,2
446,0.4555994030723729,2
447,0.43300911076567783,2
448,0.251555764292903,2
449,0.4622702982535467,2
450,-0.02469370215548594,2
451,0.4300622120591595,2
452,0.48088278319447575,2
453,0.4233679368884694,2
454,0.4082788325367169,2
455,0.3268625640371506,2
456,0.4498997865182156,2
457,0.230778319831569,2
458,0.38883310291015655,2
459,0.4310916839800397,2
460,0.47756129835888983,2
461,0.48412261631155407,2
462,0.38713754718801596,2
463,0.45507369548635823,2
464,0.3182619816551422,2
465,0.34222643856054163,2
466,0.4578827171217471,2
467,0.4613958836720968,2
468,0.35028724187035365,2
469,0.4423917107689274,2
470,0.4248369191563709,2
471,0.41929871653311535,2
472,0.4796367343958207,2
473,-0.024933815893032785,2
474,0.45291759170154045,2
475,-0.5304696625500505,2
476,0.4505164543260719,2
477,0.3583938996237048,2
478,0.42126510654441124,2
479,-0.3453720818150142,2
480,0.47766497176367445,2
481,0.4644640888194465,2
482,0.307844162777543,2
483,0.45076292465509027,2
484,0.4342233766069759,2
485,0.2998993717228403,2
486,0.45312637524947674,2
487,0.434953557525825,2
488,-0.0587576171620392,2
489,0.399028815418874,2
490,0.4073629521619569,2
491,-0.5532198536141519,2
492,0.3956218214174251,2
493,-0.16825107509203818,2
494,0.43643336347055545,2
495,0.34281094907842236,2
496,0.18833486640614006,2
497,0.36706773075637944,2
498,0.48264281036682366,2
499,0.4397103521658415,2
500,0.3909941265480787,2
501,0.3807073753823914,2
502,0.10906887630279438,2
503,0.44941955904312203,2
504,0.46018797442227016,2
505,0.4678066113706887,2
506,0.48293476080676256,2
507,0.18700421397711486,2
508,0.4145218681480638,2
509,0.37670270491237234,2
510,0.4836032653170109,2
511,0.352825803549205,2
512,0.43219145273972426,2
513,0.46317255990987083,2
514,0.07347967524059018,2
515,0.42255663545398736,2
516,0.4534369426960836,2
517,0.3791820893267395,2
518,0.22640345188271194,2
519,0.39820487923657727,2
520,0.3384233679466228,2
521,0.44171586569658694,2
522,0.45579940931984947,2
523,0.22335923636288063,2
524,-0.037019717750517045,2
525,0.4669953099362066,2
526,0.40609775515375957,2
527,0.35144967100925967,2
528,0.4834585004515358,2
529,0.4431613895398443,2
530,0.49100766766151493,2
531,0.49061840040826254,2
532,0.43876995096068927,2
533,0.48532220102866785,2
534,0.484582790041613,2
535,-0.21055808818470456,2
536,0.23201801203875255,2
537,0.35040461242870136,2
538,0.35378027624053987,2
539,0.3669767705345378,2
540,0.3662076229664951,2
541,0.45119767201926325,2
542,0.3854303406886812,2
543,0.40803145667220564,2
544,0.4323313761872233,2
545,0.3670868005307938,2
546,0.35310405683558066,2
547,0.40569486918207215,2
548,0.3634322737945776,2
549,0.36850205659018914,2
550,0.48377148860713054,2
551,0.3451475365685558,2
552,-0.6319400823864477,2
553,0.40635701710084904,2
554,0.3414739400579256,2
555,0.45271607028056854,2
556,0.41652738167880843,2
557,0.34290826589173545,2
558,0.42846950264143835,2
559,0.17767693379099403,2
560,0.4557862433691605,2
561,0.41070547471319907,2
562,0.362484532027333,2
563,0.45927935617447496,2
564,0.46985760501235474,2
565,0.47176186584730345,2
566,-0.6518343349658726,2
567,0.47395860832506576,2
568,0.3451993732709483,2
569,-0.23072522142965424,2
570,0.43509922792679306,2
571,0.36906991804264366,2
572,0.35080659286489674,2
573,0.4596422130912204,2
574,0.3851902269511345,2
575,0.4873731946703339,2
576,0.3364178544158773,2
577,0.4773994316602418,2
578,-0.1791946015556516,2
579,-0.05980267574259657,2
580,-0.0998249380475219,2
581,0.4574479697575741,2
582,0.32716882126865565,2
583,0.32893422106185427,2
584,0.4024951435550637,2
585,0.4551827415119936,2
586,0.4715838812861034,2
587,0.4392149123636888,2
588,0.4789437874903076,2
589,0.35283851673214794,2
590,0.48425171608222456,2
591,0.4580132536307844,2
592,0.4815322179303101,2
593,0.34710121339690875,2
594,0.4133276560518008,2
595,0.45411959712764205,2
596,0.4433638949314369,2
597,0.3866001888248072,2
598,-0.42518920587026,2
599,0.36385430797580764,2
600,0.47897458647704383,2
601,0.478047882425455,2
602,0.39323339722489903,2
603,0.39107237358697694,2
604,0.48159041122417373,2
605,0.3854387436565227,2
606,0.3673636955139301,2
607,-0.6091444112114254,2
608,0.4594020993536736,2
609,0.4284459657816665,2
610,0.4018720407206081,2
611,0.46205803159087366,2
612,0.34090214272298797,2
613,0.37025474320044494,2
614,0.4077658381336452,2
615,0.3214553506906787,2
616,0.14580045275886966,2
617,0.36204978466315996,2
618,0.36756468573202744,2
619,0.17411336727661952,2
620,0.3592975195832674,2
621,0.36814858661190597,2
622,-0.5969611925406282,2
623,0.38765689818255905,2
624,0.3326987777943265,2
625,0.4864190963116177,2
626,0.3484636487832914,2
627,0.3478215546095493,2
628,-0.23576859388875904,2
629,0.23343962468961937,2
630,0.4481026037676601,2
631,0.15950260089384705,2
632,0.4417789004084266,2
633,0.008474307786214608,2
634,0.4522427305998206,2
635,0.38137587989264005,2
636,0.4455904524253148,2
637,0.3944730894320827,2
638,0.4199217409324431,2
639,0.3801532110835005,2
640,0.4119451669203827,2
641,0.35944531479573316,2
642,0.38547786717597143,2
643,0.19713643900624583,2
644,0.4412038552641359,2
645,0.45120501258135537,2
646,0.14504098802677956,2
647,0.22925303377591755,2
648,0.21617391004026787,2
649,0.4065580073189463,2
650,0.32425309588149187,2
651,0.3438490414295062,2
652,0.2578324723677209,2
653,0.46861791280517073,2
654,0.48434804892491656,2
655,0.45568256996437595,2
656,0.35701141049228663,2
657,0.47830804990803694,2
658,0.443968833526971,2
659,0.4747444833936624,2
660,0.40035946784789966,2
661,0.3671617213252113,2
662,0.47492004724587417,2
663,0.08099607552259169,2
664,0.3971016273621555,2
665,0.3827128889131368,2
666,0.46025252430760516,2
667,0.36235944657427427,2
668,0.01066174176064294,2
669,0.4434949626433488,2
670,-0.2775107758759614,2
671,-0.5045779391528041,2
672,0.4235435007406812,2
673,0.45332002490548184,2
674,0.40402042961071555,2
675,0.38362786375240343,2
676,0.43781585260197314,2
677,0.11168470104992467,2
678,0.4458824028652537,2
679,0.387268693335056,2
680,-0.22982295977333,2
681,0.44202151329008943,2
682,0.44209241976689595,2
683,0.4794049451909868,2
684,0.3699139864051038,2
685,0.4001585560649302,2
686,0.3241557790681791,2
687,0.48507474672902884,2
688,0.4775740115418328,2
689,0.3276945288546698,2
690,0.428114891822278,2
691,0.2678737371750106,2
692,0.47806793617049004,2
693,0.46614730569126284,2
694,0.3550577336639337,2
695,0.47550394812575236,2
696,0.4295663979243882,2
697,-0.11670774203509282,2
698,0.48970978216046746,2
699,0.46333586334688615,2
700,0.3968615136246087,2
701,0.44832266376017216,2
702,-0.3270485954021619,2
703,0.40169012027692497,2
704,0.48409620597504793,2
705,0.43071164679499346,2
706,-0.28184016371389753,2
707,0.44247533042867687,2
708,-0.10591336908718452,2
709,0.44679737770452066,2
710,0.4259901182270708,2
711,0.4559485628355546,2
712,0.35035277572630974,2
713,0.40600043834044697,2
714,0.01993718524437116,2
715,0.46772200774031847,2
716,0.3889177065405267,2
717,0.4436695425249399,2
718,0.07495312459384951,2
719,0.4523918841155262,2
720,0.409232930895433,2
721,0.4425472208761041,2
722,0.3608278039271514,2
723,0.23419908942170986,2
724,0.29314243617292873,2
725,0.12938516306344927,2
726,0.35204628507208036,2
727,0.4613885431100046,2
728,0.40629238878038576,2
729,0.42875796996664045,2
730,0.36126255129132445,2
731,0.34938498021402986,2
732,0.07861400792153728,2
733,-0.16692042266301255,2
734,0.3866784358637063,2
735,0.43659908761655897,2
736,0.47465352317182075,2
737,0.34098674635335813,2
738,0.48512658343142095,2
739,0.10022182359176768,2
740,0.4410092216375097,2
741,0.36816462603932926,2
742,0.319358876938092,2
743,0.3669376470150886,2
744,-0.11233287408623582,2
745,0.3862891686104539,2
746,0.345978282110071,2
747,-0.47340272955890617,2
748,0.4823053798159638,2
749,0.46136168000575156,2
750,0.4829337768361419,2
751,0.35282617788182413,2
752,0.4857950879416693,2
753,0.4896643020495468,2
754,0.4886128868775176,2
755,-0.31644249948940784,2
756,0.4577540701188235,2
757,0.38518387035966295,2
758,0.3675997949338655,2
759,0.43196405218512,2
760,0.4826555235497666,2
761,0.38395258112032044,2
762,0.43841882325626574,2
763,-0.3238615829580964,2
764,0.2536004013430976,2
765,0.2342445695326304,2
766,0.48316019342012506,2
767,0.45450886438089444,2
768,0.46379558430919815,2
769,0.40894007492000123,2
770,0.4403964112770089,2
771,0.38701586641456626,2
772,0.4733947611902227,2
773,0.38380773781971667,2
774,0.4400869062361509,2
775,0.43414225609134255,2
776,0.3858280109097743,2
777,-0.11637666807570446,2
778,-0.0848830977053604,2
779,0.48063729683607825,2
780,-0.3662659128640756,2
781,-0.2175487808806913,2
782,0.4059741064390685,2
783,0.462726536101122,2
784,0.10069569447539017,2
785,-0.4349448768290818,2
786,0.016892969724539797,2
787,0.4842707858566385,2
788,0.4063897055936989,2
789,0.4410282914119241,2
790,0.35430598382655454,2
791,0.46704079004712723,2
792,0.3835285005627207,2
793,0.3430377399950242,2
794,0.4581232836270404,2
795,-0.05015067818855923,2
796,0.4954798524236847,2
797,0.38491098969413806,2
798,0.4549553409573893,2
799,0.3373264726636728,2
800,0.48218165266614404,2
801,0.3956281780088961,2
802,0.41739051981568337,2
803,0.36884350145866057,2
804,0.3423628788933043,2
805,0.47756765495036135,2
806,0.45966226683625555,2
807,0.40225502981751693,2
808,0.3906566959972188,2
809,0.34051984169920946,2
810,0.36555515788367093,2
811,-0.32053177358979723,2
812,0.39769816298984884,2
813,-0.21507575305779514,2
814,0.44360400866898375,2
815,0.4525738045592095,2
816,0.3686552244235062,2
817,0.410751860359613,2
818,0.29915618172355785,2
819,0.30366113341370604,2
820,0.320723889903719,2
821,0.38424453156025973,2
822,0.30255788153928426,2
823,0.40932298558178176,2
824,0.3238717788283349,2
825,0.3179589116408834,2
826,0.2987796276532484,2
827,0.2986823108399353,2
828,0.2951969913644595,2
829,0.3238262987174134,2
830,0.30256423813075617,2
831,0.29892878116895394,2
832,0.32463760015189597,2
833,0.3361542822536868,2
834,0.32220369584844927,2
835,0.3000584433798815,2
836,0.19452061425911593,2
837,0.319258765083172,2
838,0.5736646907740133,2
839,0.36897260122933057,2
840,0.41519037265831177,2
841,0.3030444656058498,2
842,0.25550224146905853,2
843,0.30632145430113583,2
844,0.30031127030037125,2
845,0.31614803173676426,2
846,0.3106635553220148,2
847,0.3042704606594697,2
848,0.39046841896206363,2
849,0.30970945696329855,2
850,0.30236226394203736,2
851,0.3154795272265155,2
852,0.5161238868992468,2
853,0.3261174060966263,2
854,0.3004022305222133,2
855,0.5173117424040388,2
856,0.35170885452122047,2
857,0.3130001428121482,2
858,0.48317389057368865,2
859,0.4767235865879012,2
860,0.3012208725187876,2
861,0.3068016817762294,2
862,0.29839036039999683,2
863,0.31962699462076904,2
864,0.563623425966724,2
865,0.3032845793433966,2
866,0.2974362620412806,2
867,0.3011225717348538,2
868,0.3073273893622437,2
869,0.30252511461130654,2
870,0.30030491370890017,2
871,0.3119032475291984,2
872,-0.717709197148594,2
873,0.3010389520751043,2
874,0.3266431136826414,2
875,0.4850439477422922,2
876,0.30522455901818585,2
877,0.32616288620754774,2
878,0.3140970380950982,2
879,0.29994205679215447,2
880,0.3887484992797864,2
881,0.3218207851866688,2
882,0.3031735653765198,2
883,0.30627597419021524,2
884,0.6531052607589505,2
885,0.3037457370440762,2
